title,tag,link,description,date
Mortgage protection insurance (MPI) vs. life insurance,mortgages,https://www.bankrate.com//mortgages/mortgage-protection-insurance-vs-life-insurance/,It’s important to understand how this policy contrasts with other insurance.,"Mar 26, 2024"
What is per diem interest? How it works and why it’s charged,mortgages,https://www.bankrate.com//mortgages/per-diem-interest/,You may owe interest on your mortgage right away. Here’s why and how much.,"Mar 26, 2024"
What is mortgage loan origination?,mortgages,https://www.bankrate.com//mortgages/home-loan-origination-process/,It’s a mouthful that actually has a simple meaning: the creation of your loan.,"Mar 26, 2024"
How to read and compare mortgage loan estimates,mortgages,https://www.bankrate.com//mortgages/how-to-compare-loan-estimates/,A loan estimate is just that: an estimate. Here’s what you need to know.,"Mar 26, 2024"
What is correspondent lending?,mortgages,https://www.bankrate.com//mortgages/correspondent-lending/,Correspondent lending has its pros and cons.,"Apr 23, 2024"
Lender-paid mortgage insurance (LPMI): What is it and how does it work?,mortgages,https://www.bankrate.com//mortgages/lender-paid-mortgage-insurance/,"LPMI allows you to forgo mortgage insurance, but you’ll have to stomach a higher interest rate.","Apr 26, 2024"
What is an alienation clause?,mortgages,https://www.bankrate.com//mortgages/alienation-clause/,It’s the reason your mortgage lender gets paid back first from your home sale’s proceeds.,"Apr 24, 2024"
No-doc mortgage: What is it and can you still get one?,mortgages,https://www.bankrate.com//mortgages/no-doc-mortgage/,"There are some no doc mortgages, but you won’t find them widely advertised.","Apr 24, 2024"
How many people can be on a mortgage?,mortgages,https://www.bankrate.com//mortgages/how-many-names-can-be-on-a-mortgage/,"Up to four, usually. But it’s complicated.","Apr 25, 2024"
How does mortgage interest work?,mortgages,https://www.bankrate.com//mortgages/what-is-a-mortgage-interest-rate/,"Everything you always wanted to know, from how it’s calculated to how to get a good rate.","Apr 26, 2024"
What is a short sale?,mortgages,https://www.bankrate.com//mortgages/short-sale/,It can get a homeowner out of a jam and a buyer a good deal. But it’s tough to pull off.,"Apr 24, 2024"
What credit score is needed to refinance your mortgage?,mortgages,https://www.bankrate.com//mortgages/credit-score-to-refinance/,"If you have bad credit, you need to find ways to compensate for the additional risk.","Apr 26, 2024"
Cash out refi vs. home equity loan: What you need to know,mortgages,https://www.bankrate.com//home-equity/refinance-vs-home-equity-loans/,Both mean ready money — but their pros and cons vary quite a bit.,"Apr 11, 2024"
HFA loans: Everything you need to know,mortgages,https://www.bankrate.com//mortgages/hfa-loans/,HFA loans are designed to make homeownership more affordable.,"Apr 15, 2024"
What happens to your mortgage when you die?,mortgages,https://www.bankrate.com//mortgages/what-happens-to-mortgage-when-you-die/,"When you pass away, your mortgage doesn’t suddenly disappear.","Apr 12, 2024"
How to refinance a rental property,mortgages,https://www.bankrate.com//mortgages/how-to-refinance-a-house-renting-out/,"No, it’s not exactly the same as refinancing your home’s mortgage.","Apr 11, 2024"
Physician mortgage loans: A mortgage option for doctors,mortgages,https://www.bankrate.com//mortgages/physician-mortgage-loans/,They’re a good deal for aspiring homeowners. But you still might want to get a second opinion.,"Apr 12, 2024"
What is a subprime mortgage?,mortgages,https://www.bankrate.com//mortgages/what-is-a-subprime-mortgage/,"While subprime mortgages exist today, they are subject to more oversight.","Apr 15, 2024"
Refinancing to a 15-year mortgage: What to consider,mortgages,https://www.bankrate.com//mortgages/refinancing-into-a-15-year-mortgage/,"You can cut your total mortgage interest in half, but there’s one big catch.","Apr 11, 2024"
What not to do before closing on a house,mortgages,https://www.bankrate.com//mortgages/avoid-mortgage-closing-missteps/,How to navigate the time between when you apply for a mortgage and when it closes.,"Apr 11, 2024"
How much flood insurance is required by mortgage lenders?,mortgages,https://www.bankrate.com//mortgages/how-much-flood-insurance-do-i-need/,"If you need a mortgage for a home in a flood zone, your lender will likely require you to purchase flood insurance.","Mar 29, 2024"
How a mortgage credit certificate (MCC) lowers the cost of borrowing,mortgages,https://www.bankrate.com//mortgages/mortgage-credit-certificate/,Mortgage credit certificates aim to make owning a home a more affordable reality.,"Mar 27, 2024"
How to get the best refinance rate on your mortgage,mortgages,https://www.bankrate.com//mortgages/get-the-best-refinance-rate/,"It takes a bit of strategy. Here’s what you need to know, in seven handy tips.","Mar 28, 2024"
FHA construction loan: What it is and how to get one,mortgages,https://www.bankrate.com//mortgages/fha-construction-loans/,They can help you build or renovate a home on easier terms. But they can be a hassle.,"Apr 01, 2024"
How to get a mortgage for a vacation home,mortgages,https://www.bankrate.com//mortgages/how-to-buy-a-vacation-home/,"It can be fun, but can you afford it?","Mar 27, 2024"
What is loss mitigation?,mortgages,https://www.bankrate.com//mortgages/loss-mitigation/,Here’s what to know about loss mitigation and mortgage relief.,"Mar 28, 2024"
"What is a VA construction loan, and should you use it to build a home?",mortgages,https://www.bankrate.com//mortgages/va-construction-loan/,Here’s what you need to know about building a home with a VA loan.,"Mar 29, 2024"
What are APR fees on a mortgage?,mortgages,https://www.bankrate.com//mortgages/apr-fees/,"The APR on your mortgage typically includes some, but not all, fees.","Apr 01, 2024"
Idaho first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/idaho-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Idaho, help is available.","Feb 21, 2024"
Maryland first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/maryland-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Maryland, help is available.","Feb 14, 2024"
Should you refinance with the same lender?,mortgages,https://www.bankrate.com//mortgages/refinance-with-your-current-lender/,Find out if your lender can offer you a better deal.,"Feb 14, 2024"
Iowa first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/iowa-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Iowa, help is available.","Feb 16, 2024"
Arkansas first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/arkansas-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Arkansas, help is available.","Feb 16, 2024"
Bank-owned properties: What are they and where can I find them?,mortgages,https://www.bankrate.com//mortgages/bank-owned-properties/,"Bank-owned properties can be a fit for a specific type of homebuyer or investor, but they can be difficult to find in today’s market.","Feb 16, 2024"
Ohio first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/ohio-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Ohio, help is available.","Feb 15, 2024"
5 things to know before you tackle an expensive outdoor renovation,mortgages,https://www.bankrate.com//home-equity/home-outdoor-renovation-tips/,You don’t need to spend a fortune to create a great outdoor space.,"Feb 21, 2024"
California first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/california-first-time-homebuyer-assistance-programs/,Programs available to California first-time buyers that can make homeownership more affordable.,"Jan 31, 2024"
Alabama first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/alabama-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Alabama, help is available.","Jan 30, 2024"
Oregon first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/oregon-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Oregon, help is available.","Jan 30, 2024"
Oklahoma first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/oklahoma-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Oklahoma, help is available.","Jan 31, 2024"
Pennsylvania first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/pennsylvania-first-time-homebuyer-assistance-programs/,"If you’re buying your first home in Pennsylvania, help is available.","Jan 30, 2024"
Indiana first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/indiana-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Indiana, help is available.","Jan 31, 2024"
North Carolina first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/north-carolina-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in North Carolina, help is available.","Jan 31, 2024"
Nebraska first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/nebraska-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Nebraska, help is available.","Jan 31, 2024"
What is an acceleration clause? And what triggers it?,mortgages,https://www.bankrate.com//mortgages/acceleration-clause/,"Trust us, you don’t want to trigger it. Here’s why.","Mar 25, 2024"
Buying a home after foreclosure,mortgages,https://www.bankrate.com//mortgages/how-to-get-a-mortgage-after-foreclosure/,"Yes, you can own again. But it’ll take patience and a strong financial profile.","Mar 25, 2024"
Guide to downsizing your home,mortgages,https://www.bankrate.com//mortgages/retirees-guide-to-downsizing/,Here’s what to consider before paring down your home.,"Mar 20, 2024"
"Pandemic mortgage forbearance draws to a close, but new relief options emerge",mortgages,https://www.bankrate.com//mortgages/pandemic-mortgage-relief-ending/,"Though the pandemic emergency has ended, mortgage borrowers still have relief options.","Mar 21, 2024"
Should I refinance my mortgage in 2024?,mortgages,https://www.bankrate.com//mortgages/should-you-refinance-this-year/,"With mortgage rates set to gradually fall, does it make sense to refinance this year?","Mar 21, 2024"
Mortgage liens: What they are and how they work,mortgages,https://www.bankrate.com//mortgages/what-is-a-mortgage-lien/,"When you get a mortgage, your lender places a mortgage lien on your property.","Mar 26, 2024"
Should you pay off your mortgage before a recession?,mortgages,https://www.bankrate.com//mortgages/mortgage-payoff-recession/,"Owing money on a house can feel risky, but keep in mind where mortgages rank in the debt hierarchy.","Mar 19, 2024"
Mortgage note: What is it and how does it work?,mortgages,https://www.bankrate.com//mortgages/mortgage-note/,A mortgage note is one of many closing documents a borrower signs.,"Mar 19, 2024"
What is Fannie Mae HomePath?,mortgages,https://www.bankrate.com//mortgages/fannie-mae-homepath/,Is a Fannie Mae HomePath property right for you?,"Feb 23, 2024"
Your mortgage statement explained,mortgages,https://www.bankrate.com//mortgages/mortgage-statement/,Your mortgage statement contains important information about your balance and payments.,"Feb 22, 2024"
Connecticut first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/connecticut-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Connecticut, help is available.","Feb 26, 2024"
Mississippi first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/mississippi-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Mississippi, help is available.","Feb 23, 2024"
West Virginia first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/west-virginia-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in West Virginia, help is available.","Feb 23, 2024"
"Survey: More than half of aspiring homeowners say cost of living, low income hold them back",mortgages,https://www.bankrate.com//mortgages/down-payment-survey/,More than half of aspiring homeowners in a new Bankrate survey say cost of living and low incomes prevent them from saving for a down payment and closing costs.,"Feb 26, 2024"
"Washington, D.C. first-time homebuyer assistance programs",mortgages,https://www.bankrate.com//mortgages/washington-dc-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Washington, D.C., help is available.","Feb 23, 2024"
What is a deficiency judgment?,mortgages,https://www.bankrate.com//mortgages/what-is-deficiency-judgment/,A deficiency judgment in real estate could have lasting impact on your credit and finances.,"Feb 26, 2024"
What is a notice of default?,mortgages,https://www.bankrate.com//mortgages/notice-of-default/,"A notice of default is the first legal step in foreclosure. If left unaddressed, you could lose your home.","Feb 29, 2024"
Mortgage bankers: Who they are and what they do in home lending,mortgages,https://www.bankrate.com//mortgages/mortgage-banker/,"Here, we explore what mortgage bankers do in the process of getting a home loan.","Feb 27, 2024"
Reverse mortgage scams: What they are and how to avoid them,mortgages,https://www.bankrate.com//mortgages/reverse-mortgage-scams/,Don’t take out a reverse mortgage before learning about these scams.,"Feb 27, 2024"
Delaware first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/delaware-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Delaware, help is available.","Mar 04, 2024"
First-time homebuyer statistics 2024,mortgages,https://www.bankrate.com//mortgages/first-time-homebuyer-statistics/,"Find out how first-time homebuyers stack up in terms of age, race and ethnicity and more.","Feb 28, 2024"
What is a shared appreciation mortgage?,mortgages,https://www.bankrate.com//mortgages/shared-appreciation-mortgage/,A shared appreciation mortgage is a unique home financing arrangement.,"Feb 27, 2024"
Repaying your mortgage after forbearance,mortgages,https://www.bankrate.com//mortgages/forbearance-repayment-options/,"Skipping mortgage payments isn’t free, unfortunately. Here’s how to get even again.","Mar 04, 2024"
Why was my mortgage application denied? Common reasons underwriters don’t approve loans,mortgages,https://www.bankrate.com//mortgages/reasons-mortgage-application-is-denied/,"It might surprise you to know who decides your home loan, and how.","Feb 29, 2024"
What is an interest-only mortgage and how does it work?,mortgages,https://www.bankrate.com//mortgages/what-is-an-interest-only-mortgage/,Are you one of the few these high-risk loans can benefit?,"Mar 14, 2024"
How often should you compare mortgage rates?,mortgages,https://www.bankrate.com//mortgages/how-often-should-you-compare-mortgage-rates/,Don’t go crazy. But it’s important to look regularly when looking to purchase or refinance.,"Mar 13, 2024"
LGBTQ homebuyers: Know your rights under state and federal law,mortgages,https://www.bankrate.com//mortgages/lgbt-mortgage-lending-bias/,It’s your biggest defense against housing discrimination.,"Mar 15, 2024"
What is manual mortgage underwriting?,mortgages,https://www.bankrate.com//mortgages/manual-underwriting/,"For borrowers with credit dings or unusual financials, manual underwriting can be key.","Mar 15, 2024"
What is a 10/1 adjustable-rate mortgage (ARM)?,mortgages,https://www.bankrate.com//mortgages/what-is-a-10-1-arm/,"It’s a popular adjustable-rate mortgage, which may or may not be better than a fixed rate.","Mar 14, 2024"
What are mortgage-backed securities?,mortgages,https://www.bankrate.com//mortgages/what-are-mortgage-backed-securities/,Your humble home loan may be part of an asset that keeps mortgage money flowing.,"Mar 14, 2024"
What is the right of redemption? How it works during foreclosure,mortgages,https://www.bankrate.com//mortgages/right-of-redemption/,This legal process could help you keep your home — but it comes with a catch.,"Mar 14, 2024"
What to do when your mortgage servicer gets hacked,mortgages,https://www.bankrate.com//mortgages/what-to-do-when-mortgage-servicer-gets-hacked/,Learn what to do if your mortgage loan servicer gets hacked.,"Mar 18, 2024"
Younger homeowners more likely to have used  retirement savings for a down payment — should you?,mortgages,https://www.bankrate.com//mortgages/retirement-savings-for-down-payment/,Is it worth using retirement savings to fund a down payment on a home?,"Mar 11, 2024"
What is Ginnie Mae?,mortgages,https://www.bankrate.com//mortgages/ginnie-mae-program-guide/,You don’t interact with it. But it makes that affordable mortgage of yours possible.,"Mar 12, 2024"
Mortgage accelerator loan: What is it and how does it work?,mortgages,https://www.bankrate.com//mortgages/mortgage-accelerator-loan/,"Though there’s buzz around mortgage accelerator loans, they aren’t for everyone.","Mar 11, 2024"
Single women homebuyer statistics and tips 2024,mortgages,https://www.bankrate.com//mortgages/single-women-pursue-homeownership/,The share of single women homebuyers continues to outpace the share of single men in the housing market.,"Mar 08, 2024"
The history of women and mortgages,mortgages,https://www.bankrate.com//mortgages/history-of-women-and-mortgages/,A half-century of females’ hard-fought right to home financing and ownership.,"Mar 05, 2024"
Open-ended mortgages: What are they and how do they work?,mortgages,https://www.bankrate.com//mortgages/open-end-mortgage/,"In some ways, an open-end mortgage is similar to a home equity line of credit (HELOC).","Mar 12, 2024"
What is a deed in lieu of foreclosure?,mortgages,https://www.bankrate.com//mortgages/deed-in-lieu-of-foreclosure/,A deed in lieu is generally a last resort by a homeowner to avoid foreclosure.,"Mar 06, 2024"
What is a mortgagee clause?,mortgages,https://www.bankrate.com//mortgages/mortgagee-clause/,It’s often mandatory if you’re buying a home with a mortgage.,"Mar 11, 2024"
Mortgage news this week: Rates holding below 7%,mortgages,https://www.bankrate.com//mortgages/mortgage-news-real-estate-news/,What happened in mortgage news this week,"Feb 10, 2024"
New Hampshire first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/new-hampshire-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in New Hampshire, help is available.","Feb 09, 2024"
What is a foreclosure? How it works and how to avoid it,mortgages,https://www.bankrate.com//mortgages/what-is-a-foreclosure/,"After several missed payments, your lender can start the foreclosure process.","Feb 09, 2024"
FHA loan requirements for 2024: Here’s how to qualify,mortgages,https://www.bankrate.com//mortgages/fha-loan-requirements/,"They’re easier to get, but they still have their criteria. Here’s what you need to make the grade.","Feb 12, 2024"
Louisiana first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/louisiana-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Louisiana, help is available.","Feb 13, 2024"
Virginia first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/virginia-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Virginia, help is available.","Feb 12, 2024"
New York first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/new-york-first-time-homebuyer-assistance-programs/,These programs can help first-time homebuyers in New York.,"Feb 13, 2024"
Nevada first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/nevada-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Nevada, help is available.","Feb 13, 2024"
Georgia first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/georgia-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Georgia, help is available.","Feb 05, 2024"
Utah first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/utah-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Utah, help is available.","Feb 01, 2024"
Tennessee first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/tennessee-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Tennessee, help is available.","Jan 31, 2024"
What is a mortgage proof of funds letter?,mortgages,https://www.bankrate.com//mortgages/proof-of-funds-letter/,Providing proof of funds is usually a requirement of the homebuying process.,"Feb 01, 2024"
New Mexico first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/new-mexico-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in New Mexico, help is available.","Feb 02, 2024"
No-closing-cost refinance: What it is and how it works,mortgages,https://www.bankrate.com//mortgages/is-no-closing-cost-for-you/,"You save a chunk of cash upfront, but it may cost you more in the long run.","Feb 01, 2024"
Kentucky first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/kentucky-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Kentucky, help is available.","Feb 08, 2024"
Massachusetts first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/massachusetts-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Massachusetts, help is available.","Feb 06, 2024"
What is Fannie Mae? All about America’s big mortgage market-maker,mortgages,https://www.bankrate.com//mortgages/what-is-fannie-mae/,"Among other things, it makes your mortgage possible — and affordable.","Jan 30, 2024"
What is title insurance and when do homebuyers need it?,mortgages,https://www.bankrate.com//mortgages/what-is-title-insurance/,Most mortgage lenders require homebuyers to purchase title insurance.,"Jan 30, 2024"
Minnesota first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/minnesota-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Minnesota, help is available.","Jan 30, 2024"
New Jersey first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/new-jersey-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in New Jersey, help is available.","Jan 30, 2024"
Washington first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/washington-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Washington, help is available.","Jan 30, 2024"
Mortgages for seniors: Getting a home loan in retirement,mortgages,https://www.bankrate.com//mortgages/mortgages-for-seniors/,"It can be tougher to qualify. Here’s why, and how to bridge the gap.","Jan 30, 2024"
No-closing-cost mortgage: How it works and how to decide if it’s right for you,mortgages,https://www.bankrate.com//mortgages/no-closing-cost-mortgage-loan/,It puts off those pesky closing-day expenses. But you may pay dearly for the delay.,"Jan 30, 2024"
Texas first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/texas-first-time-homebuyer-programs/,These programs may be the key to your new home in Texas.,"Jan 30, 2024"
Maine first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/maine-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Maine, help is available.","Jan 24, 2024"
Kansas first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/kansas-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Kansas, help is available.","Jan 23, 2024"
"When financial infidelity hits home, prioritize your mortgage",mortgages,https://www.bankrate.com//mortgages/financial-infidelity-mortgage-payment/,"If a hidden debt or other financial betrayal leaves you struggling to pay your mortgage, don’t wait.","Jan 23, 2024"
Alaska first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/alaska-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Alaska, help is available.","Jan 22, 2024"
Transferring a mortgage: How it works,mortgages,https://www.bankrate.com//mortgages/transfer-mortgage/,"To find out if your mortgage is transferable, it’s best to contact your lender.","Jan 25, 2024"
South Dakota first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/south-dakota-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in South Dakota, help is available.","Jan 22, 2024"
Wyoming first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/wyoming-homebuyer-programs/,"If you’re a first-time homebuyer in Wyoming, help is available.","Jan 23, 2024"
Rhode Island first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/rhode-island-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Rhode Island, help is available.","Jan 22, 2024"
South Carolina first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/south-carolina-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in South Carolina, help is available.","Jan 29, 2024"
Missouri first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/missouri-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Missouri, help is available.","Jan 26, 2024"
Florida first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/florida-first-time-homebuyer-assistance-programs/,"How to buy your first place in Florida, with some help from the state.","Jan 30, 2024"
Colorado first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/colorado-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Colorado, help is available.","Jan 26, 2024"
Wisconsin first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/wisconsin-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Wisconsin, help is available.","Jan 26, 2024"
Michigan first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/michigan-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Michigan, help is available.","Jan 29, 2024"
Arizona first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/arizona-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Arizona, help is available.","Jan 26, 2024"
How to get rid of private mortgage insurance (PMI),mortgages,https://www.bankrate.com//mortgages/removing-private-mortgage-insurance/,Use these tactics to lower your monthly mortgage payment.,"Jan 25, 2024"
Montana first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/montana-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Montana, help is available.","Jan 19, 2024"
Should I pay off my mortgage early?,mortgages,https://www.bankrate.com//mortgages/early-payoff/,"If you’ve got some extra cash, should you throw it at your mortgage?","Jan 16, 2024"
North Dakota first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/north-dakota-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in North Dakota, help is available.","Jan 19, 2024"
Illinois first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/illinois-first-time-homebuyer-assistance-programs/,"If you’re buying your first home in Illinois, these resources can help open the door.","Jan 17, 2024"
Fannie Mae vs. Freddie Mac: What’s the difference?,mortgages,https://www.bankrate.com//mortgages/fannie-mae-vs-freddie-mac/,"And what do their differences mean for you, the mortgage borrower?","Jan 19, 2024"
Vermont first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/vermont-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Vermont, help is available.","Jan 19, 2024"
"Housing bills 2024: ‘Trigger leads,’ hedge fund homeowners, capital gains on home sales",mortgages,https://www.bankrate.com//mortgages/proposed-housing-bills-overview/,Here’s a look at some of the latest housing-related proposals in Congress.,"Jan 12, 2024"
Hawaii first-time homebuyer assistance programs,mortgages,https://www.bankrate.com//mortgages/hawaii-first-time-homebuyer-assistance-programs/,"If you’re a first-time homebuyer in Hawaii, help is available.","Jan 18, 2024"
Best mortgage lenders in Florida in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/florida-mortgage-lenders/,Here are some of the best mortgage lenders in Florida in 2024.,"Jan 04, 2024"
Best jumbo mortgage lenders in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/jumbo-mortgage-lenders/,Here are some of the best jumbo mortgage lenders in 2024.,"Jan 05, 2024"
Best mortgage lenders with no origination fee in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/mortgage-lenders-no-origination-fee/,Here are some of the best no-fee mortgage lenders in 2024.,"Jan 04, 2024"
Best mortgage lenders in California for 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/california-mortgage-lenders/,Here are some of the best mortgage lenders in California in 2024.,"Jan 04, 2024"
Best cash-out refinance lenders of 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/cash-out-refinance-lenders/,Here are some of the best cash-out refinance lenders in 2024.,"Jan 04, 2024"
Best mortgage lenders for first-time homebuyers in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/first-time-homebuyer-mortgage-lenders/,Here are some of the best mortgage lenders for first-time homebuyers in 2024.,"Jan 04, 2024"
Best lenders for low- and no-down payment mortgages in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/low-down-payment-mortgage-lenders/,Here are some of the best lenders for low- and no-down payment mortgages in 2024.,"Jan 08, 2024"
Best mortgage lenders in Texas in 2024,mortgages,https://www.bankrate.com//mortgages/best-lenders/texas-mortgage-lenders/,Here are some of the best mortgage lenders in Texas in 2024.,"Jan 04, 2024"
2024 New York conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/new-york-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in New York.,"Dec 01, 2023"
2024 Missouri conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/missouri-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in Missouri.,"Nov 29, 2023"
2024 Nebraska conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/nebraska-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in Nebraska.,"Nov 29, 2023"
2024 New Jersey conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/new-jersey-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in New Jersey.,"Nov 29, 2023"
2024 New Mexico conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/new-mexico-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in New Mexico.,"Nov 29, 2023"
2024 Montana conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/montana-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in Montana.,"Nov 29, 2023"
2024 Mississippi conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/mississippi-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in Mississippi.,"Nov 29, 2023"
2024 Nevada conforming and FHA loan limits by county,mortgages,https://www.bankrate.com//mortgages/nevada-jumbo-loan-limits-by-county/,View the current FHA and conforming loan limits for all counties in Nevada.,"Nov 29, 2023"
